isbn,title,author,category,imagelink
1455568198,"The Protector","Jodi Ellen Malpas",Fiction,http://books.google.com/books/content?id=V0ArjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1455582891,"The Cabinet of Curiosities","Douglas Preston",Fiction,http://books.google.com/books/content?id=0VJAngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1455586625,"End Game","David Baldacci",Fiction,http://books.google.com/books/content?id=-99VswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1459202821,"The Italian Groom","Jane Porter",Fiction,http://books.google.com/books/content?id=cFzwQ2HMKDsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1459205014,"Daddy with a Badge","Paula Detmer Riggs",Fiction,http://books.google.com/books/content?id=E9-Ql0NvincC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1459205057,"Born a Hero","Paula Detmer Riggs",Fiction,http://books.google.com/books/content?id=KCUMpvFgt3EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1462835058,"I Beat the Big C","Pearl Fleming Taylor","Biography & Autobiography",http://books.google.com/books/content?id=GDIhARqTY-0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
147116280X,"Dork Diaries","Rachel Renée Russell",,http://books.google.com/books/content?id=J4sZvgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1477318216,"Bird on a Blade","Rosanne Cash","Biography & Autobiography",http://books.google.com/books/content?id=4W-xtQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1478703342,"Bubba's Bible","Dave Roberts",Fiction,http://books.google.com/books/content?id=qWr5ngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1492648353,"Die Me a River","Denise Swanson",Fiction,http://books.google.com/books/content?id=1sqntAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1492649988,"Comet Rising","MarcyKate Connolly","Juvenile Fiction",http://books.google.com/books/content?id=CBZctAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1492671584,"Cowboy Firefighter Gold","Kim Redford",Fiction,http://books.google.com/books/content?id=zaj8twEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1496717902,"Dark Winter","A. J. Tata",Fiction,http://books.google.com/books/content?id=jKLOswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1498469086,"You Are One of a Kind","Gwen C. Rollings",NULL,http://books.google.com/books/content?id=YyLFjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1498480268,"Molly Tailwagger and the Golden Rule","Gwen C. Rollings","Family & Relationships",http://books.google.com/books/content?id=vqj7vQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1498491944,"MOLLY TAILWAGGER & THE FAMILY","Gwen C. Rollings","Juvenile Fiction",http://books.google.com/books/content?id=-l78MAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
149986129X,"Courtney's War","Wilbur Smith",Fiction,http://books.google.com/books/content?id=jLYuswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1525286420,"Crazy Rich Asians Film Tie-In","Kevin Kwan",NULL,NULL
1525301403,"The Last Wish of Sasha Cade","Cheyanne Young","Young Adult Fiction",http://books.google.com/books/content?id=Obo1tAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1534451560,"Five Feet Apart","Rachael Lippincott","Young Adult Fiction",http://books.google.com/books/content?id=BPcavgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1538762730,"Blood Orange","Harriet Tyce",Fiction,http://books.google.com/books/content?id=D8uxtQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1545615578,"Molly Tailwagger Goes to Summer Camp","Gwen C. Rollings","Family & Relationships",NULL
1555535453,"The American Prejudice Against Color","William G. Allen",History,http://books.google.com/books/content?id=9CX52GycsVUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1555663206,"Another Country","John A. Murray",Nature,http://books.google.com/books/content?id=DneX_c0DfRcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1557082294,"Test Taking","Thomas Brooks","Study Aids",http://books.google.com/books/content?id=TNWabSPE2ssC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1560100591,"Fabric Art Fun","Carolyn Davis","Crafts & Hobbies",http://books.google.com/books/content?id=CU7-ssRbw9QC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1560246111,"Diversity and Development in Community Practice","Audrey Olsen Faulkner","Social Science",http://books.google.com/books/content?id=-iwikOTMphcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1563680807,"Sounds Like Home","Mary Herring Wright","Biography & Autobiography",http://books.google.com/books/content?id=YuGmmb20qbIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1563979896,"Just Add One Chinese Sister","Patricia McMahon","Juvenile Nonfiction",http://books.google.com/books/content?id=90MFfOCQKeEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1567990924,"The Celts in Myth and Legend","Timothy Roland Roberts",Religion,http://books.google.com/books/content?id=rYCK0MrPWLsC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1567995853,"Gift of the Nile","Timothy Roland Roberts",History,http://books.google.com/books/content?id=jL8aW395q3oC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1570031681,"Understanding John Le Carré","John L. Cobbs","Literary Criticism",http://books.google.com/books/content?id=D-tBTfe0eEIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1571132104,"John Steinbeck and the Critics","John Ditsky","Literary Criticism",http://books.google.com/books/content?id=QSl37-sUfAMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
157409209X,"Sir Peter Blake","Alan Sefton","Biography & Autobiography",http://books.google.com/books/content?id=NCrGv2qbfooC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1574326694,"I Can't Believe It's Not Piecing!","Ann Seely","Crafts & Hobbies",http://books.google.com/books/content?id=JY_rQwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1576108732,"Patterns in Game Design","Andrew Rollings",Computers,http://books.google.com/books/content?id=JwTMPAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1578061393,"Talking with Michener","Lawrence Grobel",Fiction,http://books.google.com/books/content?id=bb2dMjiEyLIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1578066697,"Conversations with John Le Carré","John Le Carré","Biography & Autobiography",http://books.google.com/books/content?id=jxPWT_Lo5yQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
158261492X,"An Odd Steelers Journey","Andy Russell","Sports & Recreation",http://books.google.com/books/content?id=fcV4Z_dx5kUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1582617422,"Clyde the Glide","Clyde Drexler","Biography & Autobiography",http://books.google.com/books/content?id=bV4RodSl6TwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1583214062,"Demonstration of Emerging Technologies for Arsenic Removal Volume 2","Yu-Jung Chang",Science,http://books.google.com/books/content?id=uSBSAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1585426903,"Acres of Diamonds","Russell H. Conwell","Body, Mind & Spirit",http://books.google.com/books/content?id=dZXKi56o_o0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1586033441,"Psychiatric Neuroimaging","Virginia Ng",,http://books.google.com/books/content?id=uFXls1uYBhgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1586638173,"Notes from Underground","Fyodor Dostoyevsky",Reference,http://books.google.com/books/content?id=jrkoscHRRBcC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1588364615,"Stealing God's Thunder","Philip Dray",History,http://books.google.com/books/content?id=Hjw4TwsfeqgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1588368580,"The Last Dickens","Matthew Pearl",Fiction,http://books.google.com/books/content?id=nqNVAKQg26kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1590312929,"Corporate Director's Guidebook",NULL,"Business & Economics",http://books.google.com/books/content?id=wM_DFv91tl0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1592170293,"Easy Quilting with Denim","Pearl Louise Krush",Quilting,http://books.google.com/books/content?id=hV_VbbuG0_kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1592578144,"The Complete Idiot's Guide to Self-Testing Your Personality","Arlene Matthews Uhl",Psychology,http://books.google.com/books/content?id=hVI_ZiYhDFkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1592730019,"Andrew Rollings and Ernest Adams on Game Design","Andrew Rollings",Computers,http://books.google.com/books/content?id=Qc19ChiOUI4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1592912559,"Max Brooks Extinction Parade Volume 2 TP","Max Brooks","Comics & Graphic Novels",http://books.google.com/books/content?id=5z32uQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080115,"Robinson Crusoe","Daniel Defoe","Juvenile Fiction",http://books.google.com/books/content?id=or5IfwJKSUcC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080301,"Oliver Twist","Charles Dickens",Fiction,http://books.google.com/books/content?id=hTWbw53xDMwC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080581,"The Idiot","Fyodor Dostoevsky",Fiction,http://books.google.com/books/content?id=4o2KwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080646,"The Essential Tales and Poems of Edgar Allan Poe","Edgar Allan Poe","Literary Collections",http://books.google.com/books/content?id=0sJr1xPt30UC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080662,"Les Miserables (Abridged) (Barnes & Noble Classics Series)","Victor Hugo",Fiction,http://books.google.com/books/content?id=YESB90FOStQC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080883,"The Count of Monte Cristo","Alexandre Dumas",Fiction,http://books.google.com/books/content?id=WQrWwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593080891,Emma,"Jane Austen",Fiction,http://books.google.com/books/content?id=CweRMuUgYGMC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593081383,"A Tale of Two Cities","Charles Dickens",Fiction,http://books.google.com/books/content?id=CiQHZJN9VCIC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593081545,"Mansfield Park","Jane Austen",Fiction,http://books.google.com/books/content?id=YQXj12Oz5ZkC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1593082169,"Moll Flanders","Daniel Defoe",Fiction,http://books.google.com/books/content?id=-0CTE7--GbgC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1595404244,"Tales of Illusion","Edgar Allan Poe",Fiction,http://books.google.com/books/content?id=z0C22B_tByEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1595552944,"A Country Girl Can Survive","Hilary Williams",,
159816807X,"Meet the Robinsons",Disney,"Juvenile Fiction",http://books.google.com/books/content?id=slYjJDHtNEAC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1598451286,Pizarro,"Liz Sonneborn","Juvenile Nonfiction",http://books.google.com/books/content?id=4qcvCY7Fbq4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1599180057,"How to Sell Clothing, Shoes, and Accessories on eBay","Entrepreneur Press","Business & Economics",http://books.google.com/books/content?id=w_zzwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1599830701,"A Little Hurt Ain't Never Hurt Nobody","Kimberly T. Matthews",Fiction,http://books.google.com/books/content?id=F8ECNC9RFMAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1600212522,"The Memoirs of Victor Hugo","Victor Hugo","Biography & Autobiography",http://books.google.com/books/content?id=EDulZiLwNrwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1603440755,"You Meet Such Interesting People","Bess Whitehead Scott","Biography & Autobiography",http://books.google.com/books/content?id=dZE733I4ImIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1604730196,"Toni Morrison","Carolyn C. Denard","Biography & Autobiography",http://books.google.com/books/content?id=eV9_8v4pTzsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1609452860,"The Story of the Lost Child","Elena Ferrante",Fiction,http://books.google.com/books/content?id=tqUergEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1610596501,Color,,,http://books.google.com/books/content?id=HuLQSI0PupcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1627157697,"Harry Potter and the Goblet of Fire","J. K. Rowling",,http://books.google.com/books/content?id=0Z5EtwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1632633639,"Two Pairs of Six-Inch Heels and One Comfortable Shoe","Amy E. Reichert",Fiction,http://books.google.com/books/content?id=3W3soQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1642630853,Unmasked,"Helen Hardt",Fiction,http://books.google.com/books/content?id=-9GfvAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1681340348,"Ten Plants That Changed Minnesota","Mary Hockenberry Meyer",Nature,NULL
1732719047,"Genealogy of the Brainard-Brainerd-Braynard Family in America 1649-2018","Richard Brainard",,
1732719071,"Genealogy of the Brainard-Brainerd-Braynard Family in America 1649-2017; Miscellaneous Lines","Richard Brainard",,
1742613527,"The Messenger","Markus Zusak","Bank robberies",http://books.google.com/books/content?id=mJDzngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1742613535,"When Dogs Cry","Markus Zusak",Boxing,http://books.google.com/books/content?id=ho04ngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1742695655,"Kangaroos Hop","Ros Moriarty","Juvenile Fiction",http://books.google.com/books/content?id=5Y4NNqgVN0UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1743534922,Untitled,"Liane Moriarty",NULL,http://books.google.com/books/content?id=DIILugEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1770705643,"James Douglas","Julie H. Ferguson","Biography & Autobiography",http://books.google.com/books/content?id=p4mKXfXK6SEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
178673043X,"Gotham Rising",NULL,NULL,http://books.google.com/books/content?id=1CyAAQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1840221283,Devils,"Fyodor Dostoyevsky",Nihilism,http://books.google.com/books/content?id=snJ3A_wPYmoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1843156504,"Information & Communication Technology. Sean O'Byrne","Sean O'Byrne","Information technology",http://books.google.com/books/content?id=0WtU22m5SVAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1845361881,"Today's World","Liam Ashe",Geography,
1845362810,"New Geo Workbook Junior Certificate Geography","Liam Ashe",Geography,
184536564X,"New Geo Junior Certificate Geography","Liam Ashe",Geography,
1845366891,Geoplanet,"Liam Ashe",,
184738742X,"Party Time","Rachel Renee Russell","Children's stories",http://books.google.com/books/content?id=AhamQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1848456735,"MARY KUBICA","MARY. KUBICA",,
185302631X,"Spirituality and Ageing","Albert Jewell","Social Science",http://books.google.com/books/content?id=8UUbhxc5SWQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1854333569,"School Refusal","David Heyne",Psychology,http://books.google.com/books/content?id=ieuZqUTRjMEC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1855753936,"Understanding Boundaries and Containment in Clinical Practice","Rebecca Brown",Psychology,http://books.google.com/books/content?id=bLjLCYV7gfsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
185605716X,"A Comprehensive Guide to Angel Therapy","Denise Whichello Brown",Angels,http://books.google.com/books/content?id=6tPpAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1856230457,"Through the Eye of a Needle","John-Paul Flintoff","Crafts & Hobbies",http://books.google.com/books/content?id=D99qcQbcNAUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1857753569,"Information for Evidence-based Care","Ruth Roberts",Medical,http://books.google.com/books/content?id=GNJQQddv4goC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1859848427,"The Philistine Controversy","Dave Beech",Philosophy,http://books.google.com/books/content?id=3rr4QhlW29YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1863252789,"Lake in the Clouds - Book 3 - Wilderness Series","Sara Donati","Frontier and pioneer life",http://books.google.com/books/content?id=2u4ATNiLmHsC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1871569583,"The Orchid Paintings of Franz Bauer","Joyce Stewart","Botanical artists",http://books.google.com/books/content?id=GZqRQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1882180291,"A Basic Guide to Equestrian","Wayne R. Davis","Sports & Recreation",http://books.google.com/books/content?id=ht48VIsPxyEC&printsec=frontcover&img=1&zoom=5&source=gbs_api
1883577071,"PC Game Programming Explorer","Dave Roberts",Computers,NULL
1885204019,"Joy in the Morning","Family Heritage Books","Sermon on the mount",http://books.google.com/books/content?id=nbPOpvui26QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1885876041,Lineland,"Jules Siegel",Internet,http://books.google.com/books/content?id=JwpuPQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1894110633,Light,"Jennifer Elizabeth Lawson","Lesson planning",http://books.google.com/books/content?id=4T-aXFsMhAgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1894110838,Flight,"Jennifer Elizabeth Lawson",Aeronautics,http://books.google.com/books/content?id=LVpSXdl7bJAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1894110854,Electricity,"Jennifer Elizabeth Lawson",Electricity,http://books.google.com/books/content?id=hk8pFaN-O80C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1894110862,"Air and Water in the Environment","Jennifer Lawson",Air,http://books.google.com/books/content?id=mhlvrRkEMlwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1900935376,"Bray and North Wicklow","Arthur Flynn",Travel,http://books.google.com/books/content?id=tT1Q9mpm64sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1904725082,"All About Mysti","Rhona O'Donoghue","Juvenile fiction",http://books.google.com/books/content?id=Kkuj_xGHs8QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1906239797,"The Angels Handbook","Denise Whichello Brown",Angels,
1908128011,"Toffee Apples & Togas","Rita Roberts","Biography & Autobiography",http://books.google.com/books/content?id=LxmzuAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1908351535,"Over the Hedge","Fiona Davis","Forest animals",http://books.google.com/books/content?id=bld9MAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1908351586,"Puss-In-Boots the Outlaw","Fiona Davis","Children's stories",http://books.google.com/books/content?id=zasamQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1910173681,"Reading and Use of English for First (FCE)","Fiona Davis","English language",http://books.google.com/books/content?id=IywgswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1932416005,Sacrament,"Dave Eggers",Americans,NULL
1932416579,Arboretum,"David Byrne",Art,http://books.google.com/books/content?id=qARQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
1933002263,"Footlights and Fairy Dust","Maren C. Tirabassi","Juvenile Fiction",http://books.google.com/books/content?id=wKttLEBQZq0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
1934559040,"Alternative Medicine and Spinal Cord Injury","Laurance Johnston, PhD","Health & Fitness",http://books.google.com/books/content?id=qlWvGXxOn6oC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
193790833X,"A Baseball Life","M. B. Roberts",,
1976004748,"Bearing With Me","Kevin Kwan",NULL,NULL
198210144X,Katerina,"James Frey",Fiction,http://books.google.com/books/content?id=wzj4swEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
220701089,"Death Sends a Cable","Margaret Tayler Yates",,
287317238X,"De la peinture en général et de la couleur en particulier","Daniel Walravens",Art,http://books.google.com/books/content?id=zqULAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
3125346460,"Active Grammar. Level 1: Edition with Answers and CD-ROM","Fiona Davis",,http://books.google.com/books/content?id=CjgHdG5f5lcC&printsec=frontcover&img=1&zoom=5&source=gbs_api
3125346479,"Active Grammar. Level 1: Edition Without Answers and CD-ROM","Fiona Davis, Wayne Rimmer",,http://books.google.com/books/content?id=4KfDdQ_h9aoC&printsec=frontcover&img=1&zoom=5&source=gbs_api
3125346487,"Active Grammar / Level 2: Edition Without Answers and CD-ROM","Fiona Davis, Wayne Rimmer",,http://books.google.com/books/content?id=kih708GGrvYC&printsec=frontcover&img=1&zoom=5&source=gbs_api
3125403936,"Cambridge English Empower. Workbook + Downloadable Audio (B2)",,,http://books.google.com/books/content?id=LZ78rQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
334330821,"The Complete Works of Edgar Allen Poe: Tales","Edgar Allan Poe",,http://books.google.com/books/content?id=KZAZAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
3447039701,"Asia Major (1921-1975)","Hartmut Walravens","Asia Major",http://books.google.com/books/content?id=I0xuOBq9_xQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
344704635X,"Expedition Zum Amnye Machhen in Südwest-China Im Jahre 1926","Joseph Francis Charles Rock",History,http://books.google.com/books/content?id=GPxI7Ff5m-AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
351507693X,"Berichte, Briefe und Dokumente des Botanikers, Sinologen und Nakhi-Forschers","Joseph Francis Charles Rock",History,http://books.google.com/books/content?id=HsNB3UiyV3gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
36105,"The Works of the Late Edgar Allan Poe","Edgar Allan Poe",,http://books.google.com/books/content?id=4kB6ozDR6tEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
3775730648,"Search : Documenta (13), [9. 6. 2012 - 16. 9. 2012]","Matias Faldbakken",,
37793274,"Yesteryear in Westby and Great Plumpton","Margaret M. Yates","Westby (Lancashire, England)",
3836569531,"Nothing Personal: The way we live now","James Baldwin","Photography, Artistic",http://books.google.com/books/content?id=FWR9tAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
45006565,"The Widow's Walk","Margaret Polk Yates",,
53016921,"Flame and Melody","Jason Matthews",,
551916861,"Screed of Safari Scribe","Virginia Feild Walton Brooks",Hunting,
554873361,"Matias Faldbakken - Upping the Anti","Matias Faldbakken",,
555016276,"Nervous Mental Disease","J.S. Jewell, M.D.",,http://books.google.com/books/content?id=oqAEAAAAQAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
6050939802,"Tatli Tesadüf","Amy E. Reichert",,
749485379,Stories,"Fedor Mihajlovič Dostoevskij",,
750906943,Idiot,"Fëdor Michajlovič Dostojevskij",,
802143343,"Notes from Underground","Fedor Mihajlovič Dostoevskij",,
8074660575,"Znamení bohyně Isis","Stephanie Dray",,
8176256404,"Globalisation and Indian Manufacturing Sector","N. G. Pendse","Manufacturing industries",http://books.google.com/books/content?id=pIlVSXTmxTIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
8202228565,"Edward Nortons WaspVille","Matias Faldbakken",,
8373273522,"Zbrodnia i kara","Fedor Mihajlovič Dostoevskij",Crime,http://books.google.com/books/content?id=enbDAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
8415433166,"La hija de Cleopatra","Stephanie Dray","Juvenile Nonfiction",http://books.google.com/books/content?id=90WEmAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
8495787288,"Tiranos, víctimas e indiferentes","Wess Roberts","Business & Economics",http://books.google.com/books/content?id=LGEdqpNrzjcC&printsec=frontcover&img=1&zoom=5&source=gbs_api
8611164539,"Zločin in kazen","Fedor Mihajlovič Dostoevskij",,
8854180580,"Chef per amore","Amy E. Reichert",Fiction,http://books.google.com/books/content?id=8YxBrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
89014000129,"The Show Folks","Pierce Egan",Theater,http://books.google.com/books/content?id=eMQxAQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
89049487457,"Orchids at Kew","Joyce Stewart",Gardening,http://books.google.com/books/content?id=kIIMAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
89062858444,"Index to all parts","Lucy Abigail Brainard",,http://books.google.com/books/content?id=Sy82AAAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
89065269946,"1990 update to The genealogy of the Brainerd-Brainard family in America, 1649-1908","Lucy Abigail Brainard",,http://books.google.com/books/content?id=OjA2AAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9004090002,"On History and Philosophers of History","William H. Dray",Philosophy,http://books.google.com/books/content?id=viL7BJw6DwEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9241530596,"Asphalt (bitumen)","Joann Wess",Medical,http://books.google.com/books/content?id=g0ePYMgok18C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9251049203,"Choosing a Method for Poverty Mapping","Benjamin Davis","Social Science",http://books.google.com/books/content?id=MCShIwXVXsgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
969772157,Biology,"Michael Bliss Vaughan Roberts",Biology,
9780007230204,"Wolf Hall","Hilary Mantel",Fiction,http://books.google.com/books/content?id=up--7DuCY6UC&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780007287130,"Dead on Arrival","Mike Lawson",Fiction,http://books.google.com/books/content?id=D_QEXPh-l48C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780007352494,"Dead Man’s List","Mike Lawson",Fiction,http://books.google.com/books/content?id=CFWOTEmjySoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780007546695,"Dead Sleep","Greg Iles",Fiction,http://books.google.com/books/content?id=6eg8AQAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780008191849,"Time After Time: A heart-warming novel about love, loss and second chances","Hannah Mary McKinnon",Fiction,http://books.google.com/books/content?id=dk6dCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780060194123,"Carolyne Roehm's Fall Notebook","Carolyne Roehm",Cooking,http://books.google.com/books/content?id=quXdSHL1X1sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780060510855,Caesar,"Colleen McCullough",Fiction,http://books.google.com/books/content?id=bUCK13tjqK4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061350962,Wicked,"Gregory Maguire",Fiction,http://books.google.com/books/content?id=u85JA1U1lHUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061432866,"Gator A-Go-Go","Tim Dorsey",Fiction,http://books.google.com/books/content?id=iF1QXo5Df90C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061582394,"Grass Crown","Colleen McCullough",Fiction,http://books.google.com/books/content?id=hyJUS4EPKxgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
